"Samples","Number.of.outlier","Outlier.genes"
"TCGA.25.1318.01A.01R.0453.01",17,"EGR2, IFI44L, C3AR1, MS4A6A, FOSB, SPAG4, NCF2, SPOCK2, SLC12A8, MMP9, FCGR2B, CXCL10, CRISP3, RGS1, PTGER2, HLA-DQA1, CHI3L1"
"TCGA.25.1319.01A.01R.0453.01",60,"SLC12A1, SAMSN1, RPL10L, FZD3, SPOCK2, DHX58, AIF1, NFE2, PBXIP1, BMP2K, PTPRG, PIK3IP1, CDH12, ICA1, TRAF4, CXCL9, DSC1, PDK1, ZNF165, HLA-DOB, FZD2, SLC12A8, C1orf54, CYP27A1, EMR1, FCGR2B, PLEKHF1, RGS1, C3AR1, LY86, LEF1, SPAG4, RCAN3, SKAP1, DACH1, GAL3ST4, WNT7A, TREM2, ST3GAL6, MYB, TCF7, RNASE6, SMPDL3B, QPCT, MAGEA11, ZNF442, MS4A6A, REPS2, LAMP3, MAP9, RSAD2, HIST1H2BG, ACP5, HIST1H2AE, CA8, HLA-DQA1, APOBEC3G, IFI44L, CXCL10, CHI3L1"
"TCGA.25.1320.01A.01R.0453.01",30,"MMP9, C1orf54, TNFAIP6, C3AR1, LAMP3, ZNF222, TRIB2, FOSB, QPCT, FZD2, BST1, HIST1H2AE, COL8A2, MMP12, NCF2, STXBP6, MS4A6A, RSAD2, APOBEC3G, ATHL1, HIST1H2BG, FCGR2B, PNOC, PLEKHF1, SLC12A8, RGS1, CXCL10, IFI44L, IGKC, CHI3L1"
"TCGA.25.1321.01A.01R.0453.01",37,"BCL7A, APOL6, HPSE, KLRF1, NCF2, RNASE6, RPL10L, PPFIBP1, C3AR1, GPR19, BRAF, TREM2, MS4A6A, HIST1H2BG, PLEKHF1, KIRREL, SMPDL3B, MMP9, SLC12A8, TCF7, MYB, SKAP1, DACH1, BANK1, ATHL1, FZD3, MAGEA11, HIST1H2AE, CDH12, ST3GAL6, PNOC, APOBEC3G, MAP9, SPOCK2, IFI44L, CXCL10, CHI3L1"
"TCGA.25.1322.01A.01R.0453.01",50,"REPS2, ST3GAL6, APOL6, ZFP36L2, CCL19, CCL18, PTPRG, VNN3, GAL3ST4, PIK3IP1, ACP5, ATHL1, CXCL9, WNT7A, CA8, TREM2, CXCL11, SAMSN1, PLEKHF1, TRIB2, SPOCK2, CD22, PPFIBP1, DACH1, PTGER2, SLC12A8, HPSE, NCF2, RNASE6, MAP4K1, FZD2, HIST1H2AE, MS4A6A, C3AR1, SLC15A3, IGKC, APOBEC3G, PNOC, FZD3, MYB, FCGR2B, MMP9, RGS1, RSAD2, STXBP6, LAMP3, IFI44L, CXCL10, CCL20, CHI3L1"
"TCGA.25.1323.01A.01R.0453.01",32,"PASK, REPS2, CYP27A1, MAP9, DUSP2, CD40, TCF7, KIRREL, PBXIP1, RYR1, PPFIBP1, STXBP6, RPL10L, WNT7A, APOBEC3G, C1orf54, FZD2, RGS1, RSAD2, LAMP3, EGR2, CHI3L1, FOSB, MAP4K1, CXCL10, SLC12A8, TRIB2, DACH1, PTPRG, MAGEA11, IFI44L, PNOC"
"TCGA.25.1324.01A.01R.0453.01",42,"SKAP1, TXK, RCAN3, EPN2, CD22, PTPRG, SMPDL3B, SLC12A8, RYR1, CYP27A1, IGHM, TRIB2, PBXIP1, MAP4K1, TCF7, C1orf54, GSTT1, LEF1, CXCL9, SPOCK2, MAGEA11, MYB, PLA2G7, SLC12A1, CHI3L1, MAP9, KLRF1, APOBEC3G, PNOC, GPC4, CRISP3, FZD2, RSAD2, DACH1, LAMP3, GPR19, IFI44L, CA8, CXCL10, FZD3, IGKC, CCND2"
"TCGA.25.1325.01A.01R.0453.01",37,"C1orf54, SKAP1, TREM2, PDK1, APOL3, RNASE6, PIK3IP1, PPFIBP1, RPL10L, APOL6, HPSE, SMPDL3B, PLA2G7, C3AR1, PTPRG, BRAF, ZNF165, FRK, RGS1, ACP5, CXCL9, KIRREL, GPC4, MYB, MAP9, MS4A6A, FZD3, SPOCK2, CHI3L1, HLA-DQA1, APOBEC3G, IGKC, ADAMTS3, CXCL10, STXBP6, MAGEA11, DSC1"
"TCGA.25.1326.01A.01R.0453.01",18,"TREM2, GPC4, NCF2, APOBEC3G, PTPRG, C3AR1, MS4A6A, GSTT1, RGS1, HLA-DQA1, SLC12A8, FCGR2B, CXCL9, CXCL10, PNOC, STXBP6, IGKC, CHI3L1"
"TCGA.25.1328.01A.01R.0453.01",21,"PPFIBP1, FZD3, C3AR1, NCF2, IGHM, LTC4S, GSTT1, RPL10L, DPP4, TRIB2, MS4A6A, COL8A2, SPOCK2, CHI3L1, PTGER2, APOBEC3G, RGS1, SLC12A8, HLA-DQA1, HRH1, PNOC"
"TCGA.25.1329.01A.01R.0453.01",38,"PIK3IP1, ZNF324, LY86, REPS2, TREM1, TREM2, RPL10L, LTC4S, FZD2, TCF7, NCF2, ZFP36L2, RSAD2, APOBEC3G, GPC4, PTPRG, IL4R, CXCL10, RNASE6, MAP4K1, MS4A6A, SPOCK2, RYR1, SPAG4, C3AR1, FCGR2B, STXBP6, MMP12, FZD3, SLC12A8, IFI44L, RGS1, GSTT1, CHI3L1, TRIB2, IGKC, PPFIBP1, PNOC"
"TCGA.25.1623.01A.01R.0538.01",46,"SLAMF1, FZD3, GSTT1, IRF8, CXCL9, STXBP6, DUSP2, NCF2, FOSB, APOBEC3A, C3AR1, CLEC7A, C1orf54, IGHD, HSPA6, ADAMDEC1, CD40, CHI3L1, CCL7, EGR2, CXCL11, SAMSN1, CD38, RYR1, C5AR1, MMP12, APOBEC3G, PPFIBP1, PTPRG, CXCL13, CCR7, MS4A6A, EBI3, GZMK, SLC12A8, RNASE6, FCGR2B, CCL19, HLA-DQA1, BIRC3, IGHM, RSAD2, IFI44L, RGS1, CXCL10, IGKC"
"TCGA.25.1625.01A.01R.0538.01",62,"CLIC2, TCF7, ACP5, MNDA, PBXIP1, WNT7A, NR4A3, ZNF165, TLR2, BANK1, C5AR1, REPS2, PLEKHF1, EAF2, RPL10L, PIK3IP1, HOXA1, C11orf80, SMPDL3B, RSAD2, GAL3ST4, HNMT, NCF2, ST6GALNAC4, C1orf54, IFI44L, IRF8, DPP4, LY86, APOBEC3G, FZD3, TREM2, IL4R, SAMSN1, SPOCK2, AIF1, PPFIBP1, MMP9, ST3GAL6, CXCL9, BIRC3, EGR2, CLEC7A, C3AR1, GSTT1, SLC12A8, IL1B, RNASE6, STXBP6, CXCL10, FCGR2B, CCL4, MS4A6A, APOL6, APOL3, IGKC, TRIB2, RGS1, CHI3L1, FOSB, PTGER2, HLA-DQA1"
"TCGA.25.1626.01A.01R.0538.01",54,"SPAG4, CCL5, PTPRG, KLRB1, CD2, CCL20, TREM2, CCND2, QPCT, SMPDL3B, CD69, PNOC, FZD2, NR4A3, AIF1, GZMA, GAL3ST4, TLR2, CCR5, TNFAIP6, GPC4, PPFIBP1, SAMSN1, IL7R, DACH1, CLEC7A, C5AR1, APOBEC3G, LY86, TRIB2, LAMP3, SPOCK2, MMP9, RNASE6, MNDA, COL8A2, GZMK, C1orf54, IL1B, CHI3L1, C3AR1, FCGR2B, DUSP2, HLA-DQA1, RSAD2, MS4A6A, SLC12A8, IFI44L, FOSB, CXCL10, EGR2, RGS1, CCL4, IGKC"
"TCGA.25.1627.01A.01R.0538.01",36,"SMPDL3B, MAP4K1, HAL, PBXIP1, SKAP1, BRAF, IFI44L, FCGR2B, SLC15A3, BCL7A, PPFIBP1, PTPRG, APOL6, GSTT1, CD69, ST3GAL6, FZD3, RYR1, SLC12A8, CXCL10, MYB, APOBEC3G, RGS1, PNOC, GPR19, DACH1, SPAG4, QPCT, SPOCK2, CDH12, HIST1H2BG, TRIB2, CHI3L1, HIST1H2AE, STXBP6, IGKC"
"TCGA.25.1628.01A.01R.0538.01",56,"NPL, TREM2, SLAMF8, MAP9, KLRB1, GPC4, GSTT1, WNT7A, GZMH, CD3D, CCL5, LY86, CCND2, DACH1, CD38, SPAG4, KIRREL, SAMSN1, GAL3ST4, GZMA, SMPDL3B, GZMK, MMP12, SPOCK2, MNDA, EBI3, PTPRG, CCR7, COL8A2, ADAMDEC1, CCR5, C1orf54, CXCL11, RGS1, FZD2, CCL19, PPFIBP1, C3AR1, LAMP3, CD2, FZD3, FCGR2B, APOBEC3G, TRIB2, SLC12A8, RNASE6, MS4A6A, CHI3L1, HLA-DQA1, STXBP6, RSAD2, CXCL9, IFI44L, CXCL10, PNOC, IGKC"
"TCGA.25.1630.01A.01R.0538.01",31,"C1orf54, GSTT1, FCGR3B, AQP9, IRF8, SLC12A8, ACP5, FZD3, APOBEC3G, PTPRG, TRIB2, HLA-DQA1, TNFAIP6, C3AR1, NCF2, FCGR2B, MMP12, BIRC3, IFI44L, TREM1, RGS1, CXCL10, STXBP6, MS4A6A, PNOC, BCL2A1, CHI3L1, CXCL5, VNN1, LTB, CCL20"
"TCGA.25.1631.01A.01R.0538.01",18,"LEF1, BIRC3, DUSP2, HRH1, RYR1, SPOCK2, RSAD2, FZD3, CXCL10, PTPRG, LAMP3, PLEKHF1, APOBEC3G, PTGER2, CHI3L1, TRIB2, STXBP6, IFI44L"
"TCGA.25.1632.01A.01R.0538.01",17,"VILL, DUSP2, ADAM28, SMPDL3B, SKAP1, ST3GAL6, SPOCK2, WNT7A, IFI44L, GPC4, TRIB2, DACH1, CCND2, FZD3, FOSB, CHI3L1, PNOC"
"TCGA.25.1633.01A.01R.0538.01",45,"CCL19, BCL7A, ZFP36L2, CD2, ZNF165, CCR5, EBI3, CCL22, CXCL13, CCR7, HPSE, KIRREL, HIST1H2BG, PPFIBP1, SPOCK2, GAL3ST4, C1orf54, SAMSN1, FZD3, LEF1, C5AR1, LY86, EGR2, DUSP2, FOSB, FCGR2B, TRIB2, APOBEC3G, C3AR1, CCND2, CHI3L1, LAMP3, CCL20, IGKC, RNASE6, FZD2, RSAD2, GPC4, MS4A6A, SLC12A8, PNOC, CXCL9, IFI44L, RGS1, CXCL10"
"TCGA.25.1634.01A.01R.0538.01",23,"CYP27A1, ST3GAL6, SMPDL3B, BCL7A, TCF7, WNT7A, SKAP1, PBXIP1, GPR19, PNOC, KLRF1, FRMD4A, FZD3, STXBP6, KIRREL, DACH1, C1orf54, SPOCK2, HIST1H2AE, HIST1H2BG, PTPRG, TRIB2, FZD2"
"TCGA.25.1635.01A.01R.0538.01",44,"TCF7, APOL6, CCR5, TREM2, REPS2, C1orf54, SAMSN1, FZD3, LEF1, SMPDL3B, MAP9, MYB, CLEC7A, MAN1A1, GAL3ST4, LY86, QPCT, SPOCK2, MNDA, COL8A2, FCGR2B, GSTT1, PTGER2, LAMP3, C3AR1, PLEKHF1, CHI3L1, GPC4, RGS1, STXBP6, RNASE6, TRIB2, MS4A6A, CXCL11, IGKC, PPFIBP1, SLC12A8, RSAD2, RYR1, APOBEC3G, MAP4K1, HLA-DQA1, IFI44L, CXCL10"
"TCGA.25.1870.01A.01R.0653.01",44,"PIK3IP1, BCL7A, SLC12A8, TLR2, TCF7, ICA1, RPL10L, FFAR2, SMPDL3B, CSF3R, CYP27A1, CCL18, GPC4, COL8A2, TREM2, TRIB2, MYB, SKAP1, NCF2, MAP9, GSTT1, EGR2, ZFP36L2, APOBEC3G, IFI44L, RNASE6, CXCL10, C3AR1, FCGR2B, FZD3, MS4A6A, C1orf54, DACH1, MMP9, IL1B, CD22, RGS1, FOSB, ACP5, DUSP2, CCL4, CCND2, PNOC, CHI3L1"
"TCGA.25.1871.01A.01R.0653.01",37,"NFE2, TGM5, PLEKHG3, CD40, LEF1, PPFIBP1, ZFP36L2, SKAP1, RPL10L, APOBEC3G, GPR19, BCL7A, HIST1H2AE, PASK, RYR1, RRP9, COL8A2, CD19, VILL, HDC, MAGEA11, TCF7, GSTT1, PBXIP1, HIST1H2BG, ZNF165, TRIB2, PTPRG, C1orf54, SPAG4, MAP4K1, FZD3, MYB, CHI3L1, CCND2, DACH1, FZD2"
"TCGA.25.1877.01A.01R.0653.01",13,"IGHD, IGHM, HLA-DQA1, DACH1, CHI3L1, CXCL9, GPR19, MAGEA11, MMP12, C1orf54, CXCL10, FZD2, IGKC"
"TCGA.25.1878.01A.01R.0653.01",54,"CYP27B1, TREM2, LST1, BCL2A1, CCL5, BST1, FZD3, AIM2, IGHD, CD40, CHI3L2, ST3GAL6, CD2, CLEC7A, MYB, PNOC, HPSE, NCF2, TNFAIP6, CA8, C3AR1, CD3D, HIST1H2BG, LAMP3, CSF3R, AIF1, RGS1, LTB, C1orf54, CCR7, EBI3, GPC4, RSAD2, CCL20, CXCL11, PTPRG, APOBEC3G, LY86, CCL19, HIST1H2AE, FCGR2B, GSTT1, CXCL9, CXCL13, RNASE6, MMP9, STXBP6, ADAMDEC1, CHI3L1, IFI44L, MS4A6A, HLA-DQA1, CXCL10, IGKC"
"TCGA.25.2042.01A.01R.0709.01",69,"ZNF165, RPL10L, TRPM4, FZD2, CCR5, ST6GALNAC4, LAMP3, CD69, AIF1, REPS2, ZFP36L2, MNDA, TREM1, CCL20, PLEKHF1, HTR2B, TLR2, BCL7A, APOBEC3G, TCF7, HRH1, FZD3, TREM2, PRG2, CCND2, LIME1, NCF2, HPSE, GAL3ST4, RSAD2, BIRC3, GZMK, PPFIBP1, MMP9, IL4R, KIRREL, GPC4, WNT7A, CXCL10, IL7R, COL8A2, C3AR1, LY86, IFI44L, C1orf54, SAMSN1, GSTT1, PPBP, RNASE6, SPOCK2, PTPRG, CST7, CCL4, MS4A6A, EGR2, PTGER2, FCGR2B, TNFAIP6, NR4A3, TRIB2, DUSP2, C5AR1, CHI3L1, RGS1, SLC12A8, HLA-DQA1, IGKC, PNOC, FOSB"
"TCGA.25.2391.01A.01R.0709.01",42,"CYP27A1, TRPM4, HLA-DOB, BST1, TCF7, CXCL3, GPC4, TREM2, FZD3, APOL6, ATHL1, CXCL5, C3AR1, MMP9, FCGR2B, C1orf54, DUSP2, LY86, MS4A6A, TRIB2, ZFP36L2, GSTT1, SLC12A8, FOSB, BIRC3, HPSE, RNASE6, APOBEC3G, QPCT, SPAG4, AQP9, RSAD2, LAMP3, CCL20, RGS1, VNN1, STXBP6, HLA-DQA1, CXCL10, IFI44L, CRISP3, CHI3L1"
"TCGA.25.2392.01A.01R.0709.01",63,"ADAM28, SLAMF8, TLR2, ZNF165, DHX58, BTNL8, MNDA, SELL, HPSE, ACP5, C5AR1, FZD2, CLEC7A, TCF7, EPN2, SPOCK2, IGSF6, SIGLEC1, TREM1, SPAG4, SLC12A8, CCR5, CD69, APOL6, FPR1, AIM2, GPR65, BARX2, CD86, BCL7A, LEF1, S100A12, CCL18, DSC1, RYR1, MAP9, HIST1H2AE, GAL3ST4, IL1B, TLR7, CSF3R, C1orf54, MMP9, LAMP3, SAMSN1, LY86, NCF2, APOBEC3G, RSAD2, GSTT1, FCN1, TREM2, C3AR1, MS4A6A, FCGR2B, CA8, RNASE6, IGKC, RGS1, IFI44L, CXCL10, QPCT, CHI3L1"
"TCGA.25.2393.01A.01R.0709.01",40,"MAP4K1, PPFIBP1, GPR19, SLC12A8, TNFAIP6, TREM1, SMPDL3B, RRP9, BCL7A, PTPRG, TCF7, LEF1, FCGR2B, ST3GAL6, CCL20, RPL10L, CXCL9, IL1B, NCF2, KIRREL, C1orf54, SPOCK2, LTB, CA8, IGKC, CD69, FRMD4A, GSTT1, STXBP6, CXCL5, FZD2, MAP9, GPC4, DACH1, UGT2B17, CXCL10, CHI3L1, MMP12, CCND2, TRIB2"
"TCGA.25.2396.01A.01R.0709.01",49,"MICAL3, SLC15A3, IL4R, LY86, SPOCK2, VILL, GPC4, COL8A2, SMPDL3B, PIK3IP1, PPFIBP1, NCF2, GPR19, ATHL1, TLR2, EBI3, MMP9, CCR7, APOL6, CCL20, CCL19, C1orf54, ST3GAL6, C3AR1, RNASE6, SLC12A8, HPSE, CXCL11, SKAP1, FZD3, ACP5, MS4A6A, STXBP6, AQP9, PLEKHF1, GSTT1, RSAD2, FZD2, MAP9, CRISP3, APOBEC3G, MYB, HLA-DQA1, PNOC, LAMP3, IGKC, IFI44L, CXCL10, CHI3L1"
"TCGA.25.2397.01A.01R.0709.01",46,"APOL3, LTC4S, IL4R, KIRREL, NCF2, SKAP1, RPL10L, C1orf54, GAL3ST4, RRP9, PTPRG, BIRC3, C11orf80, FOSB, GPC4, CCND2, CDA, LY86, PPFIBP1, TREM2, PTGER2, C3AR1, CA8, HPSE, PLEKHF1, ATHL1, REPS2, MMP9, MS4A6A, TRIB2, FCGR2B, RGS1, RYR1, TCF7, RNASE6, CXCL10, ICA1, IFI44L, SMPDL3B, SLC12A8, SPOCK2, SPAG4, STXBP6, PNOC, AQP9, CHI3L1"
"TCGA.25.2398.01A.01R.0709.01",40,"SMPDL3B, CXCL9, C3AR1, GPC4, GAL3ST4, BCL2A1, KIRREL, TRIB2, IFI44L, ACP5, QPCT, CXCL13, UGT2B17, SPOCK2, PPFIBP1, ATHL1, GSTT1, RGS1, TNFAIP6, PTPRG, LTB, COL8A2, MS4A6A, CHI3L1, HRH1, FCGR2B, IGKC, IL7R, FZD2, NCF2, APOBEC3G, FZD3, PLA2G7, SLC12A8, CXCL10, WNT7A, CST7, DACH1, C1orf54, PNOC"
"TCGA.25.2399.01A.01R.0709.01",45,"VILL, SMPDL3B, BMP2K, RNASE6, CCR7, SLC15A3, TCF7, PLEKHF1, FOSB, ST3GAL6, PNOC, C1orf54, MYB, NCF2, ZNF165, SLC12A8, FCGR2B, PPFIBP1, C3AR1, CCL22, MAP9, FZD3, GSTT1, MMP9, CXCL9, ACP5, DUSP2, MS4A6A, BIRC3, PTPRG, RSAD2, LAMP3, SPOCK2, GZMB, GNLY, RGS1, APOBEC3G, HPSE, CHST7, MMP12, MAGEA11, IFI44L, CXCL10, HLA-DQA1, CHI3L1"
"TCGA.25.2400.01A.01R.0709.01",38,"BRAF, HRH1, WNT5B, EGR2, TCF7, RPL10L, PPFIBP1, RSAD2, PLA1A, LY86, MMP9, ST3GAL6, SKAP1, RGS1, REPS2, C3AR1, DACH1, COL8A2, SLC12A8, FZD2, MS4A6A, ZFP36L2, RNASE6, LAMP3, FCGR2B, MAGEA11, QPCT, IFI44L, FZD3, MYB, GPC4, DUSP2, APOBEC3G, CCND2, HLA-DQA1, STXBP6, CHI3L1, CXCL10"
"TCGA.25.2401.01A.01R.0709.01",53,"PPFIBP1, KYNU, TREM1, CCL13, MMP9, TLR2, FZD3, GPR65, CD40, PTPRG, CLEC7A, SLAMF8, IL1B, ADAMDEC1, NCF2, CD38, CCL22, PLA2G7, CCL18, TLR7, PLEKHF1, GPC4, ZNF165, MNDA, HPSE, EBI3, CA8, CCR7, SAMSN1, ST3GAL6, GAL3ST4, C1orf54, TREM2, LY86, SLC12A8, CCL19, APOBEC3G, STXBP6, RNASE6, RSAD2, GSTT1, C3AR1, IGKC, CXCL11, PNOC, CHI3L1, RGS1, FCGR2B, CCL20, MS4A6A, IFI44L, HLA-DQA1, CXCL10"
"TCGA.25.2404.01A.01R.0709.01",44,"PTGER2, TCF7, CXCL9, C3AR1, BANK1, RNASE6, C1orf54, APOL6, ZNF165, KIRREL, CCR7, SMPDL3B, FZD2, SPAG4, QPCT, EBI3, MAP9, IL4R, APOBEC3G, CRISP3, PLEKHF1, MS4A6A, CCL19, PPFIBP1, EGR2, GSTT1, AQP9, FCGR2B, RYR1, FOSB, IGKC, VNN1, HLA-DQA1, TRIB2, LAMP3, RSAD2, SLC12A8, RGS1, MAP4K1, CHI3L1, IFI44L, PNOC, CXCL10, SPOCK2"
"TCGA.25.2408.01A.01R.0709.01",39,"SLAMF8, ACP5, HIST1H2BG, APOBEC3G, STXBP6, RPL10L, GAL3ST4, C5AR1, HIST1H2AE, TCF7, TREM1, FZD2, FZD3, PPFIBP1, SPAG4, NCF2, MYB, SLC12A8, FCGR2B, C1orf54, CHI3L1, RNASE6, C3AR1, CCL18, CXCL9, TRIB2, HRH1, GSTT1, PNOC, SPOCK2, AQP9, TNFAIP6, CXCL10, CCL20, MS4A6A, HLA-DQA1, RGS1, CRISP3, MMP12"
"TCGA.25.2409.01A.01R.0709.01",40,"LTC4S, PTPRG, CCL19, HPSE, ACP5, SLC12A8, FZD3, GAL3ST4, FCGR2B, COL8A2, PLEKHF1, ST3GAL6, GPC4, CCL18, PPFIBP1, TCF7, HIST1H2BG, RSAD2, LY86, VILL, BANK1, NCF2, C3AR1, ATHL1, HIST1H2AE, MMP9, GSTT1, APOBEC3G, STXBP6, RNASE6, RGS1, SPOCK2, MS4A6A, TRIB2, IFI44L, PNOC, CXCL10, HLA-DQA1, AQP9, CHI3L1"
"TCGA.29.1688.01A.01R.0564.01",41,"IL1B, IL2RB, ACP5, CXCL9, TCF7, APOL3, TRIB2, CCR7, EBI3, CLEC7A, GPR65, CCL18, GSTT1, MICAL3, GAL3ST4, HPSE, CCL19, NCF2, C3AR1, SAMSN1, TREM2, LY86, C1orf54, ADAMDEC1, SLC12A8, CXCL11, MYB, RNASE6, RGS1, FZD3, APOBEC3G, APOL6, FCGR2B, MS4A6A, CDH12, STXBP6, RSAD2, LAMP3, IFI44L, CXCL10, CHI3L1"
"TCGA.29.1690.01A.01R.0564.01",55,"ALOX5, PPFIBP1, CD22, CCL23, CXCL10, SAMSN1, GZMK, MARCO, BCL2A1, HRH1, STXBP6, PTGER2, TREM2, HCK, RGS1, WNT7A, GAL3ST4, LEF1, SPAG4, ADAMDEC1, PLA2G7, CD1E, RPL10L, CLEC10A, LTC4S, TREM1, CLEC7A, SLC15A3, AIF1, VNN1, ADAM28, SKAP1, CD1A, MMP12, CCL18, CYP27A1, BIRC3, CD1B, PNOC, GSTT1, RNASE6, C3AR1, ACP5, SLC12A8, SPOCK2, NCF2, FCN1, FCGR2B, APOBEC3G, MS4A6A, QPCT, CCL20, CHI3L1, TRIB2, HLA-DQA1"
"TCGA.29.1691.01A.01R.0564.01",59,"C11orf80, ZNF324, PBXIP1, GAL3ST4, CLEC7A, HLA-DOB, DUSP2, FCGR2B, ADAM28, SPOCK2, TREM2, SLC12A8, AIF1, NIPSNAP3B, SAMSN1, LY86, ADAMTS3, REPS2, PLEKHF1, APOL6, SLC15A3, DACH1, SMPDL3B, CYP27A1, C3AR1, TCF7, CXCL11, CA8, HIST1H2BG, C1orf54, CDH12, ZNF165, CR2, SCN9A, RSAD2, FZD3, RNASE6, GPR19, CXCL9, LIME1, MYB, LAMP3, PIK3IP1, LEF1, GPC4, HPSE, MS4A6A, RYR1, SKAP1, STXBP6, IFI44L, IGKC, MAP4K1, HIST1H2AE, FZD2, APOBEC3G, CHI3L1, GSTT1, CXCL10"
"TCGA.29.1693.01A.01R.0564.01",69,"TRIB2, IL7R, LIME1, FZD2, ZNF222, PPFIBP1, SAMSN1, NCF2, CYP27B1, HIST1H2AE, HCK, CST7, PBXIP1, KYNU, C3AR1, FCGR2B, TCF7, CLEC7A, TREM2, SKAP1, MAGEA11, QPCT, CD38, CCL22, C11orf80, CCL5, GAL3ST4, MYB, CD40, ZNF165, ADAMDEC1, P2RY2, AQP9, MMP12, AIF1, ST3GAL6, RPL10L, APOL6, SLC12A8, LY86, TNFAIP6, RGS1, MANEA, EBI3, PIK3IP1, CCR7, RNASE6, MAP9, ATHL1, APOBEC3G, CXCL9, CCL19, WNT7A, C1orf54, MS4A6A, HLA-DQA1, LAMP3, RSAD2, CXCL11, SPOCK2, HPSE, CHI3L1, FZD3, GSTT1, BST1, STXBP6, IFI44L, CXCL10, PNOC"
"TCGA.29.1694.01A.01R.0564.01",45,"TCF7, PPFIBP1, CCR7, ST3GAL6, WNT7A, ACP5, RPL10L, GAL3ST4, FCGR2B, RNASE6, C3AR1, NCF2, IL7R, ST6GALNAC4, APOL6, MMP9, C1orf54, HIST1H2BG, APOBEC3G, SPOCK2, LTC4S, HRH1, MS4A6A, REPS2, STXBP6, HIST1H2AE, HPSE, VNN1, RGS1, VILL, SLC12A8, LAMP3, FZD3, IL4R, HLA-DQA1, PLEKHF1, QPCT, BIRC3, RSAD2, TRIB2, PTGER2, IFI44L, CCL20, CXCL10, CHI3L1"
"TCGA.29.1695.01A.01R.0564.01",31,"AQP9, C1orf54, GAL3ST4, BIRC3, SMPDL3B, EBI3, PTPRG, BCL2A1, CCR7, CCL19, SLAMF8, GSTT1, PLA2G7, CCL18, IFI44L, CXCL13, MS4A6A, SLC12A8, MMP12, RGS1, STXBP6, NCF2, HLA-DQA1, FCGR2B, PLEKHF1, MYB, TNFAIP6, ADAMDEC1, CXCL10, CHI3L1, MMP9"
"TCGA.29.1696.01A.01R.0564.01",29,"BST1, RSAD2, SLC12A8, MANEA, RNASE6, RGS1, HIST1H2BG, TCF7, ADAM28, APOL6, SPOCK2, FOSB, SPAG4, CYP27A1, PTPRG, C1orf54, FZD3, SKAP1, MYB, APOBEC3G, HIST1H2AE, DUSP2, IFI44L, IL7, QPCT, TRIB2, CHI3L1, STXBP6, CXCL10"
"TCGA.29.1697.01A.01R.0564.01",54,"KIRREL, C11orf80, CDC25A, MANEA, CLEC7A, TSHR, ACP5, CYP27A1, RRP9, SLC12A8, CCND2, EPHA1, RPL10L, MYB, CRYBB1, SPOCK2, LEF1, MAP4K1, MAP9, TRIB2, ZNF165, HIST1H2BG, KLRF1, APOL6, RYR1, SKAP1, GAL3ST4, PASK, REPS2, DACH1, GPR19, SMPDL3B, C1orf54, DUSP2, TCF7, PDK1, HIST1H2AE, CA8, QPCT, PNOC, PLEKHF1, CHI3L1, FZD3, SLC15A3, CDH12, APOBEC3G, GPC4, STXBP6, P2RX5, RSAD2, CXCL10, LAMP3, SPAG4, IFI44L"
"TCGA.29.1698.01A.01R.0564.01",39,"TNFAIP6, GAL3ST4, EAF2, CCL19, C3AR1, PTPRG, HOXA1, RYR1, ICA1, FRK, TCF7, ST3GAL6, RNASE6, SMPDL3B, PASK, DUSP2, COL8A2, C1orf54, FZD3, MYB, SKAP1, FZD2, PPFIBP1, ATHL1, GSTT1, STXBP6, FOSB, MS4A6A, PLEKHF1, HLA-DQA1, RGS1, SLC12A8, TRIB2, RSAD2, CHI3L1, IGKC, LAMP3, IFI44L, CXCL10"
"TCGA.29.1699.01A.01R.0564.01",60,"GPR19, ZNF165, GNLY, MAP9, CD86, MAP4K1, TRIB2, TLR7, CCR5, PPFIBP1, SIGLEC1, DHX58, RGS1, AIM2, IL2RB, PTPRG, TREM2, AIF1, MICAL3, SPOCK2, APOL3, GPR65, HIST1H2BG, CCR7, TLR2, EBI3, MYB, C1orf54, VNN3, GAL3ST4, MNDA, CLEC7A, SMPDL3B, BIRC3, HPSE, CCL19, SAMSN1, FZD3, LY86, STXBP6, FCGR2B, C3AR1, HIST1H2AE, ADAMDEC1, MAGEA11, CXCL11, RNASE6, CHI3L1, RYR1, APOL6, LAMP3, SLC15A3, MS4A6A, APOBEC3G, IGKC, RSAD2, PNOC, HLA-DQA1, CXCL10, IFI44L"
"TCGA.29.1701.01A.01R.0564.01",43,"AIF1, SAMSN1, PTPRG, CLEC7A, WNT7A, CHI3L1, FZD2, EBI3, CCR7, C3AR1, MANEA, PLEKHF1, ST3GAL6, CCL20, TRPM4, RYR1, TREM2, HIST1H2BG, CCL19, MAP4K1, RNASE6, GSTT1, DUSP2, FZD3, RSAD2, HIST1H2AE, ADAMDEC1, LY86, SLC12A8, APOBEC3G, CXCL11, C1orf54, FCGR2B, QPCT, MS4A6A, MAGEA11, STXBP6, UGT2B17, HLA-DQA1, RGS1, IGKC, IFI44L, CXCL10"
